Name,num_imgs,Layers,Feat,Lr ,STD,n_sample,PSNR
367,26,6,128,0.0001,0.12,72,16.68453026
367,26,6,128,0.0001,0.14,64,16.6849575
367,26,6,128,0.0001,0.14,32,16.6872406
367,26,6,128,0.0001,0.14,16,16.69292259
367,26,6,128,0.0001,0.14,72,16.68378448
367,26,6,128,0.0002,0,64,16.926651
367,26,6,128,0.0002,0,32,16.91940117
367,26,6,128,0.0002,0,16,16.94016266
367,26,6,128,0.0002,0,72,16.93013573
367,26,6,128,0.0002,0.12,64,16.92716217
367,26,6,128,0.0002,0.12,32,16.91872978
367,26,6,128,0.0002,0.12,16,16.93961334
389,26,10,64,0.0002,0.14,64,17.87763023
389,26,10,64,0.0002,0.14,16,17.93375206
389,26,10,64,0.0001,0.14,72,17.98353195
389,26,4,256,0.0002,0,72,17.64955521
389,26,6,128,0.0005,0.12,64,17.93263817
389,26,8,64,0.0005,0.14,64,17.85688972
389,26,10,256,0.0002,0.14,16,17.99458885
389,26,6,128,0.0002,0,32,18.03676796
389,26,8,64,0.0001,0,32,17.89577484
389,26,6,256,0.0001,0.14,16,17.94236183
389,26,6,64,0.0002,0,64,17.90906715
389,26,4,256,0.0002,0.12,64,17.65395927
389,26,10,256,0.0001,0.12,64,18.00577354
389,26,10,256,0.0001,0.12,32,18.00354195
389,26,6,256,0.0005,0.12,16,18.06659698
389,26,8,128,0.0005,0.12,64,17.9468956
389,26,10,256,0.0002,0,32,18.0146122
389,26,6,256,0.0005,0,64,18.01729965
389,26,6,256,0.0005,0,72,18.10963631
389,26,6,128,0.0001,0.12,72,17.79456902
389,26,6,128,0.0005,0,64,17.92458534
389,26,6,128,0.0005,0,32,17.91313744
389,26,6,256,0.0005,0.12,72,18.02201653
389,26,4,256,0.0005,0.12,16,18.04889488
389,26,6,256,0.0005,0,16,17.90825653
389,26,6,128,0.0005,0,16,17.88280678
389,26,6,128,0.0005,0,72,17.89805412
389,26,4,256,0.0005,0.12,72,18.14641571
389,26,6,128,0.0005,0.12,32,17.91467285
389,26,6,128,0.0005,0.12,16,17.89819527
389,26,6,128,0.0005,0.12,72,17.90286446
389,26,6,128,0.0005,0.14,64,17.89744949
389,26,6,128,0.0005,0.14,32,17.93300819
389,26,6,128,0.0005,0.14,16,17.90901947
389,26,6,128,0.0005,0.14,72,17.91252136
389,26,6,128,0.0001,0,64,17.79477882
389,26,6,128,0.0001,0,32,17.79428291
389,26,6,128,0.0001,0,16,17.792696
389,26,6,128,0.0001,0,72,17.79307365
389,26,6,128,0.0001,0.12,64,17.7922802
389,26,6,128,0.0001,0.12,32,17.79191589
389,26,6,128,0.0001,0.12,16,17.79558563
389,26,6,128,0.0001,0.14,64,17.79401588
389,26,6,128,0.0001,0.14,32,17.79133797
389,26,6,128,0.0001,0.14,16,17.79438972
389,26,6,128,0.0001,0.14,72,17.79236412
389,26,6,128,0.0002,0,64,18.03535461
389,26,6,128,0.0002,0,16,18.02974129
389,26,6,128,0.0002,0,72,18.03693008
389,26,6,128,0.0002,0.12,64,18.03655815
212,26,4,64,0.0001,0,16,16.54118729
212,26,10,256,0.0002,0,64,18.51056671
212,26,10,256,0.0002,0.14,72,18.5233345
212,26,10,128,0.0005,0,16,18.83651352
212,26,8,256,0.0002,0,32,18.44264793
212,26,8,256,0.0005,0.14,72,18.78808022
212,26,8,256,0.0002,0.12,64,18.43889046
212,26,6,256,0.0002,0,32,18.13068581
212,26,4,64,0.0002,0.12,64,17.25164795
212,26,6,64,0.0001,0.12,16,16.99241066
212,26,4,128,0.0005,0,32,18.25674248
212,26,6,64,0.0005,0.12,64,18.44894218
212,26,8,256,0.0002,0.14,72,18.43693733
212,26,8,64,0.0005,0,16,18.32176781
212,26,8,128,0.0001,0,72,18.07895088
212,26,4,64,0.0001,0.14,16,16.54170418
212,26,4,256,0.0002,0.14,32,17.84945679
212,26,4,128,0.0001,0.14,32,17.25525475
212,26,10,128,0.0002,0.14,16,18.51996422
212,26,4,64,0.0002,0.12,16,17.25572968
212,26,10,128,0.0005,0.14,72,18.7644062
212,26,10,128,0.0005,0,72,18.76408577
212,26,6,128,0.0005,0,64,18.54560089
212,26,6,128,0.0005,0,32,18.55322456
212,26,6,128,0.0005,0,16,18.55327415
212,26,10,256,0.0005,0.14,72,18.77045631
212,26,6,128,0.0005,0,72,18.54079628
212,26,8,256,0.0005,0.14,16,18.73792839
212,26,6,128,0.0005,0.12,64,18.5459919
212,26,6,128,0.0005,0.12,32,18.55647469
212,26,6,128,0.0005,0.12,16,18.55435371
212,26,6,128,0.0005,0.12,72,18.54122353
212,26,6,128,0.0005,0.14,64,18.55563545
212,26,6,128,0.0005,0.14,32,18.55578613
212,26,6,128,0.0005,0.14,16,18.55357933
212,26,6,128,0.0005,0.14,72,18.53951836
212,26,6,128,0.0001,0,64,17.59535789
212,26,6,128,0.0001,0,32,17.59660912
212,26,6,128,0.0001,0,16,17.60176659
212,26,6,128,0.0001,0,72,17.59742928
212,26,6,128,0.0001,0.12,64,17.59443665
212,26,6,128,0.0001,0.12,32,17.59391975
212,26,6,128,0.0001,0.12,16,17.60035706
212,26,6,128,0.0001,0.12,72,17.5966053
212,26,6,128,0.0001,0.14,64,17.59644127
212,26,6,128,0.0001,0.14,32,17.59412766
212,26,6,128,0.0001,0.14,16,17.6012516
212,26,6,128,0.0001,0.14,72,17.59450912
212,26,6,128,0.0002,0,64,18.02567291
212,26,6,128,0.0002,0,32,18.02124023
247,26,8,64,0.0001,0.14,72,15.54870319
247,26,4,256,0.0005,0,32,15.86892319
247,26,4,256,0.0005,0.12,72,15.9166441
247,26,10,128,0.0005,0,16,16.49764824
247,26,6,64,0.0002,0,32,15.73014069
247,26,6,64,0.0005,0.14,16,15.50788593
247,26,10,256,0.0001,0,32,16.63597107
247,26,4,128,0.0005,0.14,72,15.15597916
247,26,4,64,0.0002,0.12,16,16.00547981
247,26,10,128,0.0002,0,64,16.60397339
247,26,6,64,0.0001,0,16,15.25500774
247,26,6,256,0.0002,0.14,32,16.8611145
247,26,6,128,0.0002,0,32,16.64126015
247,26,10,64,0.0002,0,32,16.1573658
247,26,8,64,0.0005,0.14,16,15.68696594
247,26,6,64,0.0005,0.14,64,15.47317219
247,26,8,128,0.0005,0.14,72,15.60759258
247,26,8,64,0.0005,0.14,72,15.62436676
247,26,4,128,0.0005,0.14,32,15.26983547
247,26,10,64,0.0002,0.14,72,16.13507271
247,26,6,256,0.0002,0.12,32,16.86559868
247,26,6,128,0.0005,0,64,15.53162384
247,26,6,128,0.0005,0,32,15.70817566
247,26,6,128,0.0005,0,16,15.68103695
247,26,6,128,0.0005,0,72,15.57521152
247,26,6,128,0.0005,0.12,64,15.59444809
247,26,6,128,0.0005,0.12,32,15.65482712
247,26,6,128,0.0005,0.12,16,15.65014935
247,26,6,128,0.0005,0.12,72,15.60977459
247,26,6,128,0.0005,0.14,64,15.56352234
247,26,6,128,0.0005,0.14,32,15.68121624
247,26,8,256,0.0002,0.12,32,16.72949219
247,26,6,128,0.0005,0.14,16,15.66033173
247,26,10,256,0.0002,0.12,32,16.58940125
247,26,6,128,0.0005,0.14,72,15.59361172
247,26,6,128,0.0001,0,64,16.15985107
247,26,6,128,0.0001,0,32,16.1422863
247,26,6,128,0.0001,0,16,16.10480881
247,26,6,128,0.0001,0,72,16.16157722
247,26,6,128,0.0001,0.12,64,16.15995979
247,26,6,128,0.0001,0.12,32,16.1433239
247,26,6,128,0.0001,0.12,16,16.10483551
247,26,6,128,0.0001,0.12,72,16.16081619
247,26,6,128,0.0001,0.14,64,16.15809631
247,26,6,128,0.0001,0.14,32,16.14171791
247,26,6,128,0.0001,0.14,16,16.10451508
247,26,6,128,0.0001,0.14,72,16.16090965
247,26,6,128,0.0002,0,64,16.6438427
247,26,6,128,0.0002,0,16,16.64936829
247,26,6,128,0.0002,0,72,16.63945007
142,26,8,64,0.0001,0,72,20.19125366
142,26,4,128,0.0001,0.14,16,20.00727081
142,26,4,256,0.0001,0.12,64,20.57884979
142,26,10,64,0.0002,0,16,20.22349548
142,26,8,64,0.0005,0.14,32,20.9303627
142,26,8,64,0.0002,0.12,16,20.22812462
142,26,8,64,0.0005,0,64,20.94780731
142,26,4,128,0.0005,0.12,32,20.64222908
142,26,10,256,0.0002,0.12,64,20.4306736
142,26,8,256,0.0005,0.14,16,20.40788269
142,26,4,256,0.0002,0,32,20.82218361
142,26,10,256,0.0005,0.14,32,18.9751606
142,26,4,128,0.0005,0.12,72,20.49037552
142,26,4,128,0.0001,0.12,72,20.00828552
142,26,10,256,0.0001,0,16,20.38559723
142,26,8,128,0.0001,0.14,16,20.23752785
142,26,8,64,0.0001,0.12,72,20.19177055
142,26,10,256,0.0002,0,16,20.54411125
142,26,4,256,0.0005,0.14,32,20.33345985
142,26,8,256,0.0005,0.12,64,20.2309742
142,26,6,64,0.0005,0.14,64,21.32523346
142,26,6,64,0.0005,0,64,21.32827377
142,26,6,128,0.0005,0,64,20.19782066
142,26,6,128,0.0005,0,32,20.19458771
142,26,6,128,0.0005,0,16,20.22567177
142,26,6,128,0.0005,0,72,20.20195198
142,26,6,128,0.0005,0.12,64,20.19857597
142,26,6,128,0.0005,0.12,32,20.20201874
142,26,6,128,0.0005,0.12,16,20.22999001
142,26,6,128,0.0005,0.12,72,20.19480324
142,26,6,128,0.0005,0.14,64,20.20119476
142,26,6,128,0.0005,0.14,32,20.1995163
142,26,6,64,0.0002,0.14,64,20.34721184
142,26,6,128,0.0005,0.14,16,20.23220634
142,26,6,128,0.0005,0.14,72,20.19659996
142,26,6,64,0.0002,0,64,20.33974266
142,26,6,128,0.0001,0,64,20.32180595
142,26,6,128,0.0001,0,32,20.32099342
142,26,10,64,0.0005,0.14,64,20.93835831
142,26,6,128,0.0001,0,16,20.3214798
142,26,6,128,0.0001,0,72,20.32329369
142,26,6,128,0.0001,0.12,64,20.32245827
142,26,6,128,0.0001,0.12,32,20.32143211
142,26,10,64,0.0002,0.14,64,20.21291161
142,26,4,64,0.0005,0.14,64,20.6606617
142,26,6,128,0.0001,0.12,16,20.32006264
142,26,6,128,0.0001,0.12,72,20.32344246
142,26,6,128,0.0001,0.14,64,20.32199669
142,26,6,128,0.0001,0.14,32,20.3206501
142,26,4,64,0.0005,0,64,20.65126038
163,26,4,64,0.0005,0.14,72,16.72766876
163,26,10,64,0.0005,0.12,72,17.1147995
163,26,4,256,0.0002,0,32,16.99950218
163,26,10,256,0.0005,0.12,64,17.10624313
163,26,4,128,0.0001,0,72,16.54361153
163,26,6,128,0.0002,0.14,16,16.96613503
163,26,10,128,0.0005,0,72,16.97140694
163,26,10,256,0.0002,0.14,72,17.18974495
163,26,4,256,0.0002,0.14,64,16.99346352
163,26,10,64,0.0001,0.12,64,16.88068199
163,26,6,64,0.0005,0,16,17.07078171
163,26,4,64,0.0001,0.12,64,16.47302055
163,26,10,64,0.0005,0.12,16,17.09666824
163,26,4,256,0.0001,0.12,64,16.88465118
163,26,6,64,0.0002,0.14,32,16.98641968
163,26,4,128,0.0002,0.12,32,16.61183739
163,26,6,128,0.0001,0.14,72,16.97943497
163,26,10,128,0.0002,0.14,32,17.21734047
163,26,6,128,0.0002,0.14,32,16.96245575
163,26,4,64,0.0002,0.14,64,16.65576935
163,26,8,256,0.0002,0.14,32,17.22566414
163,26,6,128,0.0005,0,64,17.24293518
163,26,8,256,0.0005,0,32,17.06543732
163,26,6,128,0.0005,0,32,17.21783066
163,26,8,256,0.0005,0,64,17.06083679
163,26,8,256,0.0002,0,32,17.20874977
163,26,8,128,0.0005,0,64,17.1166153
163,26,8,256,0.0002,0,16,17.19506645
163,26,8,128,0.0005,0.14,32,17.09289742
163,26,6,256,0.0005,0,64,17.25669098
163,26,6,128,0.0005,0,16,17.21846199
163,26,6,128,0.0005,0,72,17.23968506
163,26,6,128,0.0005,0.12,64,17.23797035
163,26,6,128,0.0005,0.12,32,17.22421265
163,26,6,128,0.0005,0.12,16,17.23022652
163,26,6,128,0.0005,0.12,72,17.24786949
163,26,6,256,0.0005,0.12,72,17.28034019
163,26,6,128,0.0005,0.14,64,17.25118828
163,26,6,128,0.0005,0.14,32,17.23587036
163,26,6,128,0.0005,0.14,16,17.23322868
163,26,6,128,0.0005,0.14,72,17.23801994
163,26,6,128,0.0001,0,64,16.97797012
163,26,6,128,0.0001,0,32,16.97918892
163,26,6,128,0.0001,0,16,16.98078156
163,26,6,128,0.0001,0,72,16.9782505
163,26,6,128,0.0001,0.12,64,16.97628593
163,26,6,128,0.0001,0.12,32,16.97996521
163,26,6,128,0.0001,0.12,16,16.9809761
163,26,6,128,0.0001,0.12,72,16.97985077
163,26,6,128,0.0001,0.14,64,16.97704124
172,26,10,64,0.0001,0.12,32,16.92946815
172,26,10,64,0.0002,0.12,72,16.21494293
172,26,6,64,0.0001,0,64,16.83491707
172,26,6,256,0.0002,0,32,15.53546906
172,26,6,256,0.0001,0.14,72,15.59862804
172,26,10,64,0.0002,0.14,72,16.21448326
172,26,8,64,0.0001,0.14,64,16.6597538
172,26,6,128,0.0005,0.12,16,15.29104519
172,26,4,128,0.0005,0,72,15.06604385
172,26,4,64,0.0005,0.14,64,15.75996876
172,26,6,128,0.0002,0.12,72,15.92359066
172,26,10,64,0.0005,0,16,15.45714569
172,26,6,64,0.0005,0,16,15.44042969
172,26,4,128,0.0002,0.12,64,15.89261913
172,26,4,64,0.0005,0.12,72,15.7581892
172,26,4,64,0.0005,0.14,16,15.73501587
172,26,8,64,0.0002,0.14,32,16.10830307
172,26,10,128,0.0001,0,72,16.19820404
172,26,4,128,0.0001,0,64,16.29149437
172,26,10,256,0.0002,0.12,32,15.43468761
172,26,8,64,0.0001,0.12,32,16.66556358
172,26,6,64,0.0001,0,32,16.83447075
172,26,10,256,0.0001,0,64,15.46666718
172,26,6,64,0.0001,0.12,32,16.83485603
172,26,10,64,0.0001,0.12,64,16.91855431
172,26,6,128,0.0005,0,64,15.29559231
172,26,6,128,0.0005,0,32,15.29783249
172,26,6,128,0.0005,0,16,15.30951691
172,26,6,128,0.0005,0,72,15.29545307
172,26,6,128,0.0005,0.12,64,15.29606915
172,26,6,128,0.0005,0.12,32,15.306777
172,26,6,128,0.0005,0.12,72,15.29478168
172,26,6,128,0.0005,0.14,64,15.29928112
172,26,6,128,0.0005,0.14,32,15.29444885
172,26,6,128,0.0005,0.14,16,15.29148197
172,26,6,128,0.0005,0.14,72,15.29851913
172,26,6,128,0.0001,0,64,16.57808495
172,26,6,128,0.0001,0,32,16.57418251
172,26,6,128,0.0001,0,16,16.57559776
172,26,6,128,0.0001,0,72,16.57520866
172,26,6,128,0.0001,0.12,64,16.57737732
172,26,6,128,0.0001,0.12,32,16.57393074
172,26,6,128,0.0001,0.12,16,16.57875061
172,26,6,128,0.0001,0.12,72,16.57390594
172,26,6,128,0.0001,0.14,64,16.57837868
172,26,6,128,0.0001,0.14,32,16.57196617
172,26,6,128,0.0001,0.14,16,16.57792664
172,26,6,128,0.0001,0.14,72,16.57387352
172,26,6,128,0.0002,0,64,15.92044067
172,26,6,128,0.0002,0,32,15.92637253
278,26,4,64,0.0001,0.12,32,15.80358601
278,26,6,256,0.0001,0,32,16.61748695
278,26,8,128,0.0001,0.12,72,16.49294662
278,26,10,128,0.0001,0.14,32,16.61312866
278,26,10,64,0.0005,0.12,32,16.84931183
278,26,4,64,0.0001,0.14,32,15.80474567
278,26,8,128,0.0002,0,32,16.67556953
278,26,8,128,0.0002,0.12,64,16.67717934
278,26,10,128,0.0001,0.12,64,16.59943581
278,26,4,64,0.0002,0,72,15.99946785
278,26,4,128,0.0002,0,72,16.25997353
278,26,4,64,0.0001,0,64,15.79978371
278,26,4,256,0.0002,0.12,72,16.43527603
278,26,6,128,0.0002,0,16,16.53969383
278,26,10,256,0.0005,0,16,16.97612381
278,26,10,256,0.0002,0.12,32,16.99829483
278,26,8,128,0.0005,0.14,16,16.78904915
278,26,6,64,0.0002,0.14,72,16.25665665
278,26,6,64,0.0001,0.12,32,16.09271812
278,26,8,64,0.0001,0.14,64,16.29606247
